model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Petrol
 Kuga,2018,18000,7276,58.9,1.5,0,0,1,1,0,0,0
 C-MAX,2018,14700,4811,48.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,11250,41147,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2019,15200,6603,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,12900,16165,57.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,9000,33115,68.9,1.5,0,1,0,1,0,0,0
 Galaxy,2016,17315,21013,43.5,1.5,0,1,0,0,0,0,1
 Focus,2019,19000,3849,51.4,1.5,0,1,0,0,0,0,1
 C-MAX,2017,10500,22742,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2018,17000,12100,54.3,1.5,0,1,0,1,0,0,0
 Kuga,2019,23500,2444,29.1,1.5,1,0,0,0,0,0,1
 C-MAX,2017,10700,19313,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11500,7139,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10000,7071,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12000,8786,88.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,12000,9662,88.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,12000,14235,88.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,15500,9210,60.1,2.0,0,1,0,1,0,0,0
 Focus,2019,18400,3674,57.7,1.5,0,1,0,1,0,0,0
 Fiesta,2013,6127,26276,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,16000,10754,80.7,1.5,0,1,0,1,0,0,0
 Fiesta,2019,17515,3711,48.7,1.0,0,0,1,0,0,0,1
 Fiesta,2016,10500,10871,62.8,1.0,0,1,0,0,0,0,1
 Focus,2016,12317,2618,46.3,1.5,1,0,0,0,0,0,1
 Fiesta,2013,6774,36313,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2016,15225,24653,38.2,1.5,1,0,0,0,0,0,1
 Galaxy,2016,20500,145,56.5,2.0,0,1,0,1,0,0,0
 Focus,2016,14500,3255,46.3,1.5,1,0,0,0,0,0,1
 Fiesta,2018,12000,9653,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2019,15999,6770,68.9,1.5,0,1,0,1,0,0,0
 Focus,2018,15000,10755,80.7,1.5,0,1,0,1,0,0,0
 Focus,2018,15000,12234,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11900,8725,88.3,1.5,0,1,0,1,0,0,0
 Focus,2019,18200,4101,58.9,1.0,0,1,0,0,0,0,1
 Kuga,2019,20900,3000,35.3,1.5,0,1,0,0,0,0,1
 Fiesta,2017,10200,21829,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,17000,27234,67.3,2.0,0,1,0,1,0,0,0
 Focus,2020,29000,350,34.5,2.3,0,1,0,0,0,0,1
 Puma,2020,19900,60,51.4,1.0,0,1,0,0,0,0,1
 C-MAX,2016,10650,13624,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2016,6991,52398,78.5,1.5,0,1,0,1,0,0,0
 B-MAX,2016,8350,17303,74.4,1.5,0,1,0,1,0,0,0
 Focus,2018,12400,21264,57.7,1.0,0,1,0,0,0,0,1
 Focus,2018,14795,6894,58.9,1.0,0,1,0,0,0,0,1
 Ka+,2018,8495,13561,47.9,1.2,0,1,0,0,0,0,1
 Ka+,2019,10500,2801,43.5,1.2,0,1,0,0,0,0,1
 EcoSport,2019,18100,10,45.6,1.0,0,0,1,0,0,0,1
 EcoSport,2019,16700,238,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10200,10343,54.3,1.2,0,1,0,0,0,0,1
 Ka+,2018,9000,17554,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,10500,17065,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2017,10800,31017,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11200,10531,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9500,17373,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12500,13961,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14000,19676,54.3,1.0,0,1,0,0,0,0,1
 Focus,2017,11700,39093,51.4,1.5,0,1,0,0,0,0,1
 Kuga,2018,16500,15910,60.1,2.0,0,1,0,1,0,0,0
 EcoSport,2018,14195,13616,54.3,1.0,0,1,0,0,0,0,1
 Focus,2019,19995,9172,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,10295,22711,61.4,1.0,0,1,0,0,0,0,1
 Focus,2020,22995,5817,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2020,18995,1012,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,21995,6014,40.3,1.5,0,1,0,0,0,0,1
 Focus,2018,11995,10048,60.1,1.0,0,1,0,0,0,0,1
 Focus,2020,18900,10,60.1,1.0,0,1,0,0,0,0,1
 Puma,2019,21500,68,50.4,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6500,38254,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2016,14000,36825,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2019,16500,918,58.9,1.0,0,1,0,0,0,0,1
 B-MAX,2017,10200,17363,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11000,10914,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8000,19841,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9500,14752,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,19900,16744,67.3,2.0,0,1,0,1,0,0,0
 Focus,2017,11800,6859,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,13000,12581,51.4,1.5,0,1,0,0,0,0,1
 Kuga,2017,14800,22992,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2017,11500,13632,88.3,1.5,0,1,0,1,0,0,0
 B-MAX,2017,11500,14057,55.4,1.0,0,1,0,0,0,0,1
 Focus,2018,10500,30753,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,27185,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8500,25100,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15000,12500,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2013,5990,36690,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8600,15250,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,6970,44900,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9700,13880,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,6650,28620,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8200,28810,65.7,1.0,0,1,0,0,0,0,1
 Galaxy,2016,18107,17766,56.5,2.0,0,1,0,1,0,0,0
 Kuga,2018,16000,13898,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2017,9500,13787,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2018,14000,4989,54.3,1.0,0,1,0,0,0,0,1
 Ka+,2018,9500,1295,48.7,1.2,0,1,0,0,0,0,1
 C-MAX,2017,11800,16311,68.9,1.5,0,1,0,1,0,0,0
 Focus,2017,12000,22296,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2017,10800,17140,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11200,9438,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10700,26522,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9700,16716,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2015,7100,14318,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,8619,22967,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7200,20845,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,13990,9770,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,9890,39900,74.3,1.5,0,0,1,1,0,0,0
 Fiesta,2018,11200,17140,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10990,12670,56.5,1.0,0,1,0,0,0,0,1
 Focus,2014,6324,57170,56.5,1.0,0,1,0,0,0,0,1
 Focus,2015,7360,76000,67.3,1.6,0,1,0,1,0,0,0
 Focus,2016,9995,7905,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,13000,9250,62.8,1.0,0,1,0,0,0,0,1
 B-MAX,2015,6700,55864,70.6,1.6,0,1,0,1,0,0,0
 EcoSport,2018,15000,10541,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2018,15000,22104,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9670,17066,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,16557,25000,74.3,1.5,1,0,0,1,0,0,0
 EcoSport,2016,7900,50848,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2014,7350,37500,57.7,1.0,0,0,1,0,0,0,1
 Fiesta,2018,10860,10510,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2016,9500,16866,52.3,1.0,0,1,0,0,0,0,1
 Focus,2019,20000,6290,39.8,1.5,1,0,0,0,0,0,1
 Kuga,2019,25000,4181,42.2,2.0,0,0,1,1,0,0,0
 Fiesta,2016,8000,49566,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11400,15000,61.4,1.0,0,1,0,0,0,0,1
 EcoSport,2018,15000,4777,54.3,1.0,0,1,0,0,0,0,1
 Focus,2017,16000,38359,67.3,2.0,0,1,0,1,0,0,0
 EcoSport,2019,13500,11349,53.3,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14200,21915,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10400,10556,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11000,6907,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7000,41592,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,6995,21834,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,10250,34297,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,13300,15067,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2017,10990,14500,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9490,14000,47.9,1.6,1,0,0,0,0,0,1
 Ka+,2018,9990,6700,43.5,1.2,0,1,0,0,0,0,1
 Fiesta,2016,10990,15989,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2017,8880,8660,64.2,1.1,0,1,0,0,0,0,1
 Kuga,2016,12600,21866,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,18777,7390,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2014,6100,49620,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10150,15223,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8000,24678,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2019,17000,796,58.9,1.0,0,1,0,0,0,0,1
 Mustang,2019,41000,678,22.1,5.0,0,0,1,0,0,0,1
 EcoSport,2018,14990,2605,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2013,6361,53141,47.9,1.6,0,0,1,0,0,0,1
 Fiesta,2014,7500,25211,57.7,1.0,0,0,1,0,0,0,1
 B-MAX,2017,10500,20348,44.1,1.6,0,0,1,0,0,0,1
 Fiesta,2017,10500,28099,65.7,1.0,0,1,0,0,0,0,1
 Edge,2017,19500,23577,48.7,2.0,0,1,0,1,0,0,0
 Fiesta,2016,9500,23004,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14700,2162,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2013,5850,48622,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2019,14800,3631,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2013,7000,49138,65.7,1.0,0,1,0,0,0,0,1
 Focus,2013,5700,69498,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,11800,21934,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,10000,10633,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9850,22402,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,20500,1005,38.2,2.0,0,1,0,1,0,0,0
 C-MAX,2014,9000,41261,55.4,2.0,0,1,0,1,0,0,0
 Fiesta,2017,9500,24321,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11000,23160,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,7225,58.9,1.0,0,1,0,0,0,0,1
 C-MAX,2017,11250,12753,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13500,14839,58.9,1.0,0,1,0,0,0,0,1
 Ka+,2017,9000,25051,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,11000,12000,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14000,26372,54.3,1.0,0,1,0,0,0,0,1
 EcoSport,2019,16000,816,67.3,1.5,0,1,0,1,0,0,0
 EcoSport,2019,15750,14238,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,12000,10854,62.8,1.0,0,1,0,0,0,0,1
 Focus,2019,20500,953,64.2,2.0,1,0,0,1,0,0,0
 Kuga,2019,19750,13695,47.9,2.0,0,1,0,1,0,0,0
 Fiesta,2017,9850,16730,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2015,7600,38602,70.6,1.6,0,1,0,1,0,0,0
 Kuga,2017,15500,20949,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2019,13250,14165,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2016,10150,18213,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2016,9650,7112,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,15000,18534,54.3,1.0,0,1,0,0,0,0,1
 EcoSport,2018,15200,9247,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10250,24594,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11850,9948,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2019,11150,5870,43.5,1.2,0,1,0,0,0,0,1
 Focus,2016,13500,32643,67.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,16250,13193,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2018,11000,10577,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14600,14730,54.3,1.0,0,1,0,0,0,0,1
 Focus,2017,11295,5063,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9295,16129,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9295,16182,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,7500,47093,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,12500,33830,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2020,17000,627,54.3,1.0,0,1,0,0,0,0,1
 B-MAX,2015,8500,27501,57.7,1.0,0,1,0,0,0,0,1
 EcoSport,2016,10000,16602,52.3,1.0,0,1,0,0,0,0,1
 Galaxy,2017,18200,46761,52.3,2.0,0,0,1,1,0,0,0
 Focus,2014,6770,60852,56.5,1.0,0,1,0,0,0,0,1
 Focus,2017,12790,3184,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,12350,5315,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2016,9180,22762,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16540,16490,45.6,1.5,0,1,0,0,0,0,1
 Ka+,2019,9490,2000,48.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,9990,53000,47.9,1.6,0,1,0,0,0,0,1
 C-MAX,2018,12890,12100,58.9,1.5,0,1,0,1,0,0,0
 Kuga,2015,13890,30500,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,9750,17766,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9500,10932,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2018,9600,22167,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,11000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9250,21299,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9700,13449,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10000,9489,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2019,17600,2014,45.6,1.0,1,0,0,0,0,0,1
 Fiesta,2017,9000,23804,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,12129,25552,54.3,1.0,0,1,0,0,0,0,1
 Kuga,2018,18400,11500,54.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,13900,11805,55.4,1.0,0,1,0,0,0,0,1
 Focus,2019,25000,1841,34.5,2.3,0,1,0,0,0,0,1
 EcoSport,2019,16500,65,45.6,1.0,1,0,0,0,0,0,1
 Edge,2017,20700,20306,47.9,2.0,0,1,0,1,0,0,0
 Focus,2017,10000,24951,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2016,9000,41344,64.2,1.5,1,0,0,1,0,0,0
 Fiesta,2018,11000,16888,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2016,13490,25100,38.2,1.5,1,0,0,0,0,0,1
 EcoSport,2019,14890,6700,64.2,1.5,0,1,0,1,0,0,0
 Focus,2019,17490,12300,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,20490,7500,31.0,1.5,1,0,0,0,0,0,1
 EcoSport,2019,14490,6000,53.3,1.0,0,1,0,0,0,0,1
 EcoSport,2020,17390,650,53.3,1.0,0,1,0,0,0,0,1
 Ka+,2017,7190,15650,57.7,1.2,0,1,0,0,0,0,1
 Focus,2019,19490,500,47.9,1.0,0,1,0,0,0,0,1
 Mustang,2016,28490,18500,23.5,5.0,1,0,0,0,0,0,1
 Focus,2013,6000,44000,44.1,1.6,1,0,0,0,0,0,1
 Fiesta,2015,7250,32782,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2016,9189,17643,52.3,1.0,0,1,0,0,0,0,1
 Focus,2018,15789,8459,51.4,1.5,0,1,0,0,0,0,1
 Focus,2018,15789,8459,51.4,1.5,0,1,0,0,0,0,1
 Focus,2016,11989,25913,46.3,1.5,1,0,0,0,0,0,1
 C-MAX,2016,7689,65569,68.9,1.5,0,1,0,1,0,0,0
 Focus,2016,9489,16160,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,6989,48612,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15265,19333,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,15265,19333,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2015,13695,30466,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,10700,8015,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2017,9900,10385,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13450,9223,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,17000,6337,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9300,19710,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2019,18990,1592,48.7,1.0,0,0,1,0,0,0,1
 Fiesta,2017,8495,23985,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2018,13995,12830,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,17995,2744,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,11995,16246,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8495,22969,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9495,15354,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,9995,35286,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,27995,9125,34.5,2.3,0,1,0,0,0,0,1
 Fiesta,2013,7495,38000,47.9,1.6,0,0,1,0,0,0,1
 Fiesta,2018,12495,22980,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10995,3105,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2018,17995,12660,54.3,1.5,0,1,0,1,0,0,0
 EcoSport,2017,10495,29750,52.3,1.0,0,1,0,0,0,0,1
 Kuga,2018,19795,16112,39.2,2.0,0,1,0,1,0,0,0
 Fiesta,2018,9995,10181,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2018,11995,17519,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15995,11156,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,11295,29923,62.8,1.0,0,1,0,0,0,0,1
 Focus,2017,11495,13459,60.1,1.0,0,1,0,0,0,0,1
 Edge,2017,19650,27096,48.7,2.0,0,1,0,1,0,0,0
 Ka+,2017,8300,15629,57.7,1.2,0,1,0,0,0,0,1
 EcoSport,2019,17500,5294,51.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9350,22471,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2019,16500,4811,51.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9950,19147,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9950,17300,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11700,18479,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2013,6500,44000,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,11995,12266,52.3,1.0,0,1,0,0,0,0,1
 Focus,2017,11495,20958,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,16495,24344,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,18795,12589,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2015,9800,18136,88.3,1.5,0,1,0,1,0,0,0
 Kuga,2019,20000,1801,38.2,2.0,0,1,0,1,0,0,0
 C-MAX,2018,12000,11101,44.1,1.6,0,1,0,0,0,0,1
 Fiesta,2018,10500,27822,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9500,35270,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7000,58500,54.3,1.2,0,1,0,0,0,0,1
 B-MAX,2013,6272,54321,57.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,10450,9335,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13000,8307,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15000,7315,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10995,17135,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,10995,36185,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2017,8295,21783,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10295,13800,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9495,15835,64.2,1.1,0,1,0,0,0,0,1
 Focus,2017,9995,14716,61.4,1.0,0,1,0,0,0,0,1
 Focus,2019,17995,5668,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,12995,14233,57.7,1.0,0,1,0,0,0,0,1
 Puma,2020,21495,1543,50.4,1.0,0,1,0,0,0,0,1
 Fiesta,2020,19995,1732,55.4,1.0,0,1,0,0,0,0,1
 Focus,2020,19995,130,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,11995,22081,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,12020,10020,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2015,11495,67709,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,12795,10106,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2018,12395,6128,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,9495,9750,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2013,10495,50000,45.6,2.0,0,0,1,1,0,0,0
 B-MAX,2016,9350,13144,44.1,1.6,0,0,1,0,0,0,1
 Edge,2017,19695,42100,47.9,2.0,0,0,1,1,0,0,0
 Kuga,2016,15975,24300,38.2,1.5,1,0,0,0,0,0,1
 Focus,2018,15475,15751,67.3,1.5,1,0,0,1,0,0,0
 Galaxy,2017,18490,34206,56.5,2.0,0,1,0,1,0,0,0
 EcoSport,2017,9300,62152,44.8,1.5,0,0,1,0,0,0,1
 Focus,2017,10000,17753,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7900,20690,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16400,18487,60.1,2.0,0,1,0,1,0,0,0
 B-MAX,2017,9500,29679,55.4,1.0,0,1,0,0,0,0,1
 Focus,2017,10340,31767,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,10975,24035,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10475,14100,65.7,1.0,0,1,0,0,0,0,1
 Puma,2020,22975,3000,50.4,1.0,0,1,0,0,0,0,1
 Fiesta,2019,11975,6752,55.4,1.1,0,1,0,0,0,0,1
 Kuga,2017,17475,33800,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,17475,24550,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2017,11475,20160,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,18975,6200,49.6,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9475,20761,57.7,1.0,0,0,1,0,0,0,1
 Focus,2016,7700,64918,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,15590,17776,58.9,1.5,0,0,1,1,0,0,0
 Ka+,2018,7695,30495,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,10995,21473,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,12695,10908,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10750,42340,54.3,1.0,0,0,1,0,0,0,1
 Kuga,2017,16050,25370,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2017,7290,52530,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,5490,45740,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10100,28750,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9860,31789,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11580,26950,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9440,24456,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8600,15504,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10460,40412,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,13195,15010,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,10195,16285,57.7,1.0,0,0,1,0,0,0,1
 Fiesta,2018,12995,26900,88.3,1.5,0,1,0,1,0,0,0
 B-MAX,2015,7295,40981,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,16495,7675,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13695,11172,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,18995,11994,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,19995,17522,47.9,2.0,0,1,0,1,0,0,0
 Fiesta,2018,11995,25257,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,14795,20409,45.6,1.5,0,1,0,0,0,0,1
 EcoSport,2017,10795,13383,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8295,21783,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,12995,33019,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,11795,12260,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9495,15835,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2018,9995,4651,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2019,13995,24022,58.9,1.5,0,1,0,1,0,0,0
 Fiesta,2018,12995,13510,60.1,1.5,0,1,0,1,0,0,0
 Fiesta,2018,13195,10928,58.9,1.0,0,1,0,0,0,0,1
 Kuga,2017,13995,28978,60.1,2.0,0,1,0,1,0,0,0
 Focus,2018,18495,12446,41.5,2.0,0,1,0,0,0,0,1
 Focus,2017,11195,31648,74.3,1.5,0,0,1,1,0,0,0
 Focus,2019,15595,5257,58.9,1.0,0,1,0,0,0,0,1
